patient,file,start_sec,end_sec,label,model,drive,noise_intensity,substeps,trials,valid_trials,invalid_trials,valid_fraction,coherence_median,coherence_sd,snr_mean,snr_valid_trials,snr_sd,events_mean,clipped_fraction_max
chb01,chb01_03.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.1,1,3,0,3,0.0,,,-4.4494607439361875,3,3.847955897978607,0.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.1,2,3,0,3,0.0,,,-3.073404893847984,3,3.716665229691433,0.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.5,1,3,1,2,0.3333333333333333,1.0300220593268645,,-5.146774926468211,3,2.5046404090083465,4.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.5,2,3,0,3,0.0,,,-4.122107413521644,3,3.8063841825065494,2.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,2.0,1,3,3,0,1.0,0.9955605101752305,0.4323082391107005,-2.5896815629989827,3,2.394399041812265,12.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,2.0,2,3,3,0,1.0,1.2559540159933804,0.3195375960359858,-3.151859925060457,3,2.908680313787352,10.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,eeg_component,0.0,1,3,0,3,0.0,,,6.8855192949536885,3,0.0,3.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,eeg_component,0.0,2,3,0,3,0.0,,,6.882180858337282,3,0.0,3.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,eeg_component,0.1,1,3,3,0,1.0,0.9651621174576525,7.647757640076113,-6.073714959222877,3,3.4686486225359885,9.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,eeg_component,0.1,2,3,3,0,1.0,0.9766633575799315,0.48852798437361006,-3.0953195292374454,3,1.05866316060421,12.333333333333334,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,eeg_component,0.5,1,3,3,0,1.0,1.6652703492833407,0.6808670597971553,-7.962848610449378,3,2.012739182658381,13.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,eeg_component,0.5,2,3,3,0,1.0,3.2452590328553956,1.7804841851397264,-6.087084759979381,3,3.431733912139713,11.666666666666666,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,eeg_component,2.0,1,3,3,0,1.0,1.0360500447486776,0.34005213076774116,-4.093618876753506,3,2.5132083808500876,12.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,eeg_component,2.0,2,3,3,0,1.0,0.7094551690934813,0.7269709281688561,-6.031639629363589,3,4.292290607151573,10.666666666666666,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.0,1,3,0,3,0.0,,,-42.63945851653652,3,0.0,0.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.0,2,3,0,3,0.0,,,-42.63749151938228,3,0.0,0.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.1,1,3,3,0,1.0,1.0297780880277843,8.180870665677817,-3.5365547593816076,3,4.179802256259554,9.666666666666666,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.1,2,3,3,0,1.0,0.8649487566636104,0.10777800882212463,-4.26102690551579,3,5.745621405636596,12.666666666666666,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.5,1,3,3,0,1.0,1.6851677472286073,1.3570838967498136,-6.824671850681078,3,1.465330474988797,12.666666666666666,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.5,2,3,3,0,1.0,3.0214866079534217,1.9246952529358856,-7.040224647593573,3,4.480108270821043,11.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,no_external_drive,2.0,1,3,3,0,1.0,1.0951058561868725,0.35802889741962024,-3.4473207707160056,3,2.6920805614092918,12.0,0.0
chb01,chb01_03.edf,0.0,10.0,0,fhn_sde,no_external_drive,2.0,2,3,3,0,1.0,0.6871255666574251,0.7324639305820749,-6.208804826036604,3,5.1578864816019765,10.666666666666666,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,eeg_component,0.0,1,3,0,3,0.0,,,14.071244992831184,3,0.0,0.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,eeg_component,0.0,2,3,0,3,0.0,,,14.071179078927509,3,0.0,0.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,eeg_component,0.1,1,3,0,3,0.0,,,-4.815330566488811,3,1.1389622020606587,0.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,eeg_component,0.1,2,3,0,3,0.0,,,-7.189303903594383,3,2.960606579296756,0.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,eeg_component,0.5,1,3,0,3,0.0,,,-6.848848090265469,3,0.447023399222742,2.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,eeg_component,0.5,2,3,0,3,0.0,,,-8.512720643137667,3,4.615110522538961,3.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,eeg_component,2.0,1,3,3,0,1.0,1.1164595751942226,0.23504256489380365,-4.771337681970432,3,1.7754930189646736,9.666666666666666,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,eeg_component,2.0,2,3,3,0,1.0,1.1805834152139552,0.15526140867212887,-8.365833543560038,3,3.5096697894833744,9.666666666666666,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,no_external_drive,0.0,1,3,0,3,0.0,,,,0,,0.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,no_external_drive,0.0,2,3,0,3,0.0,,,,0,,0.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,no_external_drive,0.1,1,3,0,3,0.0,,,-3.9683329986484566,3,0.49499511454715706,0.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,no_external_drive,0.1,2,3,0,3,0.0,,,-9.241171801822748,3,4.839438631158854,0.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,no_external_drive,0.5,1,3,0,3,0.0,,,-6.297097476186832,3,0.6625765843371436,2.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,no_external_drive,0.5,2,3,0,3,0.0,,,-9.410106928775768,3,5.815176358351851,3.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,no_external_drive,2.0,1,3,3,0,1.0,1.0404388464022214,0.15363398070162376,-4.46864593743281,3,1.8599820690893485,11.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,bistable_driven_regularity,no_external_drive,2.0,2,3,3,0,1.0,1.1818400394033206,0.15460341065151825,-8.84924032409058,3,4.168250521683936,9.666666666666666,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,eeg_component,0.0,1,3,0,3,0.0,,,11.766072792246739,3,0.0,2.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,eeg_component,0.0,2,3,0,3,0.0,,,11.765078847161908,3,2.175583928816829e-15,2.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,eeg_component,0.1,1,3,3,0,1.0,4.38755624840299,0.33344602652350785,-12.155596210203134,3,4.480811865448896,12.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,eeg_component,0.1,2,3,3,0,1.0,1.694614767744462,2.4564253035254415,-7.867440639873273,3,5.919231020109566,8.666666666666666,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,eeg_component,0.5,1,3,3,0,1.0,1.9196939567872262,1.2464986355196372,-12.223975555269947,3,8.528830665552,10.666666666666666,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,eeg_component,0.5,2,3,3,0,1.0,1.2862531014033962,0.2534870688156346,-11.885317623453332,3,6.136044979462694,13.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,eeg_component,2.0,1,3,3,0,1.0,1.741689610602661,1.60241135000621,-8.986079377081909,3,5.649881201597807,10.666666666666666,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,eeg_component,2.0,2,3,3,0,1.0,0.7524956744641996,0.07988129282863923,-10.826772793099591,3,8.710709812310718,9.333333333333334,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,no_external_drive,0.0,1,3,0,3,0.0,,,-53.07535332655056,3,0.0,0.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,no_external_drive,0.0,2,3,0,3,0.0,,,-53.07071272161125,3,0.0,0.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,no_external_drive,0.1,1,3,3,0,1.0,4.398680593703156,0.2774614506481021,-13.671554609403449,3,7.981975643206128,11.666666666666666,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,no_external_drive,0.1,2,3,3,0,1.0,1.6966280867081824,1.7263946693495744,-13.289499438519565,3,7.246305142558355,9.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,no_external_drive,0.5,1,3,3,0,1.0,2.1229337039090614,1.697928388125375,-11.140732608676783,3,7.659231482038334,10.666666666666666,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,no_external_drive,0.5,2,3,3,0,1.0,1.2377132002679625,0.3271678712944452,-13.880353137890951,3,6.363147284098537,13.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,no_external_drive,2.0,1,3,3,0,1.0,2.1237070139772194,1.6015844593678308,-8.420232643362336,3,5.289433329596626,11.0,0.0
chb01,chb01_03.edf,3000.0,3010.0,1,fhn_sde,no_external_drive,2.0,2,3,3,0,1.0,0.814461321750682,0.06056813734980134,-11.788442794925436,3,8.672474554597727,9.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.0,1,3,0,3,0.0,,,18.15557463581643,3,0.0,0.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.0,2,3,0,3,0.0,,,18.155573633942264,3,0.0,0.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.1,1,3,0,3,0.0,,,-1.3925311748131814,3,3.2614797889385403,0.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.1,2,3,0,3,0.0,,,0.681082674338823,3,2.1245872334264315,0.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.5,1,3,0,3,0.0,,,-1.4852118208795935,3,2.5575019356338333,3.3333333333333335,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.5,2,3,0,3,0.0,,,0.6922135508721619,3,1.878880727976771,3.3333333333333335,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,2.0,1,3,3,0,1.0,0.95128051306528,0.1590879097058542,-1.4686338914722585,3,2.192457843693451,9.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,2.0,2,3,2,1,0.6666666666666666,0.8763352551596849,0.2601064811169728,0.6659797721527029,3,1.737126412508172,6.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.0,1,3,0,3,0.0,,,,0,,0.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.0,2,3,0,3,0.0,,,,0,,0.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.1,1,3,0,3,0.0,,,-1.2569465280413405,3,1.887263208763404,0.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.1,2,3,0,3,0.0,,,0.8511355307450413,3,1.780391482684374,0.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.5,1,3,0,3,0.0,,,-1.3107949652180846,3,1.908505177164619,3.3333333333333335,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.5,2,3,0,3,0.0,,,0.8482579905219346,3,1.7576349202556356,3.3333333333333335,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,2.0,1,3,3,0,1.0,0.95128051306528,0.1594410649097294,-1.3536089377765677,3,1.8546634581940926,9.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,2.0,2,3,2,1,0.6666666666666666,0.8761745448388929,0.25987920240169543,0.7634616153065507,3,1.686881924713168,6.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,eeg_component,0.0,1,3,3,0,1.0,131.4559495293639,0.0,18.15211485556571,3,0.0,6.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,eeg_component,0.0,2,3,3,0,1.0,131.4559495293639,0.0,18.15197808350829,3,0.0,6.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,eeg_component,0.1,1,3,3,0,1.0,1.080233947933294,3.5851825018209653,-1.0314223033740337,3,1.3021547853045994,11.666666666666666,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,eeg_component,0.1,2,3,3,0,1.0,4.699446683534024,2.420706167024612,1.1499481175494368,3,1.9074334078634565,10.333333333333334,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,eeg_component,0.5,1,3,3,0,1.0,2.865367113083195,1.7797961047723878,-1.4741673947905438,3,2.1230756374628843,12.333333333333334,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,eeg_component,0.5,2,3,3,0,1.0,0.8393477777678163,2.2872852948464155,-0.010415457803311176,3,1.3502027236582992,11.333333333333334,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,eeg_component,2.0,1,3,3,0,1.0,0.8685144930650034,0.26085485575376266,-1.3432447666493976,3,2.3704609727087043,10.666666666666666,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,eeg_component,2.0,2,3,3,0,1.0,1.1172467601994907,1.9219273756731796,-0.35780464728623,3,1.09506202393268,12.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.0,1,3,0,3,0.0,,,-0.5570006045165705,3,0.0,0.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.0,2,3,0,3,0.0,,,-0.5570004487899463,3,0.0,0.0,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.1,1,3,3,0,1.0,1.080233947933294,3.5851825018209653,-1.0156258285634816,3,2.507073043410552,11.666666666666666,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.1,2,3,3,0,1.0,4.699446683534024,2.422299551817483,-0.5569177339896577,3,0.8588019845186625,10.333333333333334,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.5,1,3,3,0,1.0,2.865367113083195,1.7797961047723878,-1.0078404380148964,3,2.484597884087565,12.333333333333334,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.5,2,3,3,0,1.0,0.786882993282041,2.3127164271734006,-0.5540457905632342,3,0.834831001368799,11.333333333333334,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,no_external_drive,2.0,1,3,3,0,1.0,0.8685144930650034,0.26085485575376266,-1.0128477851143602,3,2.498713847568098,10.666666666666666,0.0
chb02,chb02_16+.edf,0.0,10.0,0,fhn_sde,no_external_drive,2.0,2,3,3,0,1.0,1.0593383571432544,1.9344450998366305,-0.5735318234467787,3,0.833008640097385,11.666666666666666,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,eeg_component,0.0,1,3,0,3,0.0,,,13.046361602384167,3,0.0,0.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,eeg_component,0.0,2,3,0,3,0.0,,,13.046218070062062,3,2.175583928816829e-15,0.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,eeg_component,0.1,1,3,0,3,0.0,,,-4.876642415803468,3,1.055115823501036,0.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,eeg_component,0.1,2,3,0,3,0.0,,,-4.471063820849197,3,4.32633479281516,0.3333333333333333,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,eeg_component,0.5,1,3,0,3,0.0,,,-9.16242298095825,3,0.6704877030280159,2.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,eeg_component,0.5,2,3,0,3,0.0,,,-6.263943985221625,3,0.242916439022636,1.6666666666666667,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,eeg_component,2.0,1,3,2,1,0.6666666666666666,1.0957466807407465,0.06812953874665571,-7.200584240481601,3,1.3259265788892767,8.666666666666666,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,eeg_component,2.0,2,3,2,1,0.6666666666666666,0.9518202011816101,0.18748175954253415,-5.240381357605373,3,2.3269284500451084,6.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,no_external_drive,0.0,1,3,0,3,0.0,,,,0,,0.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,no_external_drive,0.0,2,3,0,3,0.0,,,,0,,0.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,no_external_drive,0.1,1,3,0,3,0.0,,,-6.7235497640091575,3,1.6776361025009472,0.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,no_external_drive,0.1,2,3,0,3,0.0,,,-5.039910607245588,3,0.8035643874666161,0.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,no_external_drive,0.5,1,3,0,3,0.0,,,-9.881437458131705,3,0.887224253470746,2.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,no_external_drive,0.5,2,3,0,3,0.0,,,-6.705690223085568,3,1.556802067225276,1.6666666666666667,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,no_external_drive,2.0,1,3,2,1,0.6666666666666666,1.0951414618477497,0.06971847364899852,-7.537970146902297,3,1.0233473310226684,8.666666666666666,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,bistable_driven_regularity,no_external_drive,2.0,2,3,2,1,0.6666666666666666,1.024540542363478,0.09497963558678266,-5.495489375551141,3,2.8231097774636287,6.666666666666667,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,eeg_component,0.0,1,3,0,3,0.0,,,4.300332485418108,3,0.0,2.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,eeg_component,0.0,2,3,0,3,0.0,,,4.2966098934859795,3,0.0,2.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,eeg_component,0.1,1,3,3,0,1.0,0.7700136926763416,2.182818366620127,-11.423178578753438,3,2.642706677973536,10.666666666666666,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,eeg_component,0.1,2,3,3,0,1.0,0.9792236507977585,7.202739797251078,-8.543159994132507,3,6.5196991783611375,11.333333333333334,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,eeg_component,0.5,1,3,3,0,1.0,0.9034492699494523,1.120340649414054,-11.277125846566351,3,1.322390105860948,8.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,eeg_component,0.5,2,3,3,0,1.0,2.3680973585122387,12.491760714413639,-12.805514574429486,3,2.4831054748605714,12.666666666666666,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,eeg_component,2.0,1,3,3,0,1.0,0.7924931439892907,0.4730115994632693,-9.706929896679853,3,1.9153011163933986,10.666666666666666,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,eeg_component,2.0,2,3,3,0,1.0,0.8500444990697429,1.706860707693335,-10.750768308593118,3,2.9694356411996305,11.666666666666666,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,no_external_drive,0.0,1,3,0,3,0.0,,,-61.63727016203524,3,0.0,0.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,no_external_drive,0.0,2,3,0,3,0.0,,,-61.634787565728324,3,0.0,0.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,no_external_drive,0.1,1,3,3,0,1.0,0.7496989932947549,2.168277477081906,-13.695939644563387,3,3.2131821597610655,10.666666666666666,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,no_external_drive,0.1,2,3,3,0,1.0,0.9284266523232131,7.151477339536037,-12.056843445766523,3,6.249882542899292,11.333333333333334,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,no_external_drive,0.5,1,3,3,0,1.0,0.9034492699494523,1.120340649414054,-12.001778658046371,3,2.0271885275468526,8.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,no_external_drive,0.5,2,3,3,0,1.0,1.9965689140015102,11.561126781579393,-14.23362707071351,3,2.150301251812787,13.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,no_external_drive,2.0,1,3,3,0,1.0,0.7600193647675868,0.4797228604335268,-10.049501922837614,3,1.6345753479401721,11.0,0.0
chb02,chb02_16+.edf,2980.0,2990.0,1,fhn_sde,no_external_drive,2.0,2,3,3,0,1.0,0.8627512497390594,1.703543068935467,-11.505551224382428,3,2.778183141364071,11.666666666666666,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.0,1,3,0,3,0.0,,,14.65703367166819,3,0.0,0.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.0,2,3,0,3,0.0,,,14.656908932661842,3,0.0,0.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.1,1,3,0,3,0.0,,,-12.282617707581066,3,5.924805297684125,0.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.1,2,3,0,3,0.0,,,-9.949984474246667,3,4.626338210647034,0.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.5,1,3,0,3,0.0,,,-14.705891592437922,3,1.124835783181836,2.6666666666666665,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,0.5,2,3,0,3,0.0,,,-11.962220412658588,3,4.0847632038372454,2.3333333333333335,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,2.0,1,3,1,2,0.3333333333333333,1.1331061185265574,,-10.78047904512322,3,1.311728225228312,6.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,eeg_component,2.0,2,3,1,2,0.3333333333333333,1.7288074357827274,,-10.623292261563018,3,1.5173408502422778,6.666666666666667,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.0,1,3,0,3,0.0,,,,0,,0.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.0,2,3,0,3,0.0,,,,0,,0.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.1,1,3,0,3,0.0,,,-12.425887355322763,3,4.214015062901239,0.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.1,2,3,0,3,0.0,,,-10.549059773358481,3,2.2365858503867617,0.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.5,1,3,0,3,0.0,,,-14.63533787317666,3,1.944124080107699,2.6666666666666665,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,0.5,2,3,0,3,0.0,,,-12.009211086927001,3,2.3745092479790086,2.3333333333333335,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,2.0,1,3,1,2,0.3333333333333333,1.1331061185265574,,-10.764894492453871,3,1.8718406156498346,5.333333333333333,0.0
chb08,chb08_21.edf,0.0,10.0,0,bistable_driven_regularity,no_external_drive,2.0,2,3,1,2,0.3333333333333333,1.700859498862952,,-10.647095442458586,3,1.1242692169006347,6.666666666666667,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,eeg_component,0.0,1,3,0,3,0.0,,,5.183235133621898,3,0.0,2.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,eeg_component,0.0,2,3,0,3,0.0,,,5.1798717497592115,3,0.0,2.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,eeg_component,0.1,1,3,3,0,1.0,0.9219188773841825,1.9641593549850422,-7.47560891892866,3,6.1973984876002755,8.666666666666666,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,eeg_component,0.1,2,3,3,0,1.0,2.382670679914528,0.6324147429663675,-13.781029063513062,3,9.144113357795268,11.333333333333334,0.0
