patient,file,start_sec,end_sec,label,model,drive,noise_intensity,substeps,trials,valid_trials,invalid_trials,valid_fraction,coherence_median,coherence_sd,snr_mean,snr_valid_trials,snr_sd,events_mean,clipped_fraction_max
chb08,chb08_21.edf,0.0,4.0,0,bistable_driven_regularity,no_external_drive,0.5,2,3,0,3,0.0,,,-11.649954655265738,3,11.132775365601319,0.6666666666666666,0.0
chb08,chb08_21.edf,0.0,4.0,0,bistable_driven_regularity,no_external_drive,2.0,1,3,0,3,0.0,,,-8.776200210369845,3,2.7391995150958057,2.0,0.0
chb08,chb08_21.edf,0.0,4.0,0,bistable_driven_regularity,no_external_drive,2.0,2,3,0,3,0.0,,,-10.49698300237979,3,7.9907853499853525,2.0,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,eeg_component,0.0,1,3,0,3,0.0,,,3.4226136789093218,3,0.0,2.0,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,eeg_component,0.0,2,3,0,3,0.0,,,3.4206884850213775,3,5.438959822042073e-16,2.0,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,eeg_component,0.1,1,3,3,0,1.0,1.2567061133065383,0.6161891759525728,-6.242114704169496,3,12.099550318516595,5.666666666666667,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,eeg_component,0.1,2,3,2,1,0.6666666666666666,3.5303934866622706,2.007908616873997,-7.283251251079361,3,1.9107887064186222,5.0,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,eeg_component,0.5,1,3,3,0,1.0,1.8406316770857982,4.362802964488526,-4.336370514454745,3,7.4604831272062535,6.333333333333333,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,eeg_component,0.5,2,3,3,0,1.0,1.7932303672264933,1.5709423517923367,-9.998172902392737,3,2.071078404965109,4.666666666666667,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,eeg_component,2.0,1,3,3,0,1.0,1.573948827087711,0.30364643366200667,-4.037190417931705,3,7.837689985337092,6.0,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,eeg_component,2.0,2,3,3,0,1.0,1.9355042980856254,0.4259502448937987,-7.920774805966264,3,1.3119077643817971,6.333333333333333,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,no_external_drive,0.0,1,3,0,3,0.0,,,-43.510378403707165,3,0.0,0.0,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,no_external_drive,0.0,2,3,0,3,0.0,,,-43.508675377633004,3,0.0,0.0,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,no_external_drive,0.1,1,3,2,1,0.6666666666666666,1.5922896728486478,0.5126366087227116,-4.80485180708706,3,6.165595719215482,5.333333333333333,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,no_external_drive,0.1,2,3,3,0,1.0,1.7828406772107503,1.8330892971412378,-10.285099729853451,3,5.134298314569831,5.666666666666667,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,no_external_drive,0.5,1,3,3,0,1.0,1.788701090873217,4.814217511780415,-5.044300622128307,3,8.615221809905277,6.333333333333333,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,no_external_drive,0.5,2,3,3,0,1.0,1.682346464798981,3.5081483645285765,-10.701398777423558,3,4.393104909208498,5.0,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,no_external_drive,2.0,1,3,3,0,1.0,1.4559270130077506,0.32440275975591465,-4.434166612778191,3,8.576930661318348,6.333333333333333,0.0
chb08,chb08_21.edf,0.0,4.0,0,fhn_sde,no_external_drive,2.0,2,3,3,0,1.0,1.9355042980856254,0.42875646403345397,-8.169034970385505,3,1.6836555663328079,6.333333333333333,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,eeg_component,0.0,1,3,0,3,0.0,,,2.881668063935026,3,0.0,0.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,eeg_component,0.0,2,3,0,3,0.0,,,2.879542266657966,3,5.438959822042073e-16,0.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,eeg_component,0.1,1,3,0,3,0.0,,,-10.453778225183958,3,9.412164416251976,0.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,eeg_component,0.1,2,3,0,3,0.0,,,0.9810973783916669,3,4.086227629980904,0.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,eeg_component,0.5,1,3,0,3,0.0,,,-9.907664831431296,3,8.782512411280198,1.6666666666666667,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,eeg_component,0.5,2,3,0,3,0.0,,,0.07975102251653521,3,5.8919404666044395,0.3333333333333333,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,eeg_component,2.0,1,3,1,2,0.3333333333333333,1.1431256865117156,,-7.6725685552681995,3,8.715511639444372,4.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,eeg_component,2.0,2,3,0,3,0.0,,,1.1291950516715412,3,4.944305336902891,2.3333333333333335,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,no_external_drive,0.0,1,3,0,3,0.0,,,,0,,0.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,no_external_drive,0.0,2,3,0,3,0.0,,,,0,,0.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,no_external_drive,0.1,1,3,0,3,0.0,,,-10.731614428746527,3,11.725881878380047,0.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,no_external_drive,0.1,2,3,0,3,0.0,,,1.2301871530441069,3,5.847779561684794,0.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,no_external_drive,0.5,1,3,0,3,0.0,,,-9.570588524975554,3,9.521492465909523,1.6666666666666667,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,no_external_drive,0.5,2,3,0,3,0.0,,,0.29067498878357334,3,6.539156676070115,0.3333333333333333,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,no_external_drive,2.0,1,3,0,3,0.0,,,-7.6554870417156735,3,9.528238088528024,3.3333333333333335,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,bistable_driven_regularity,no_external_drive,2.0,2,3,0,3,0.0,,,1.243332080191845,3,5.268408155997045,2.3333333333333335,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,eeg_component,0.0,1,3,0,3,0.0,,,1.1128940181498743,3,0.0,1.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,eeg_component,0.0,2,3,0,3,0.0,,,1.1116525137413822,3,0.0,1.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,eeg_component,0.1,1,3,3,0,1.0,0.9715148587098338,0.12804252881961814,-5.689381333472565,3,4.720133339027968,5.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,eeg_component,0.1,2,3,1,2,0.3333333333333333,0.8854083354266331,,-4.197503736472478,3,12.030807259858538,3.3333333333333335,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,eeg_component,0.5,1,3,2,1,0.6666666666666666,1.5804280786889497,0.769469691405041,-4.788510380625705,3,0.6719850059364665,5.666666666666667,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,eeg_component,0.5,2,3,3,0,1.0,2.7066979605836226,1.641733452417764,-2.3816838090664794,3,7.575658020847444,4.666666666666667,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,eeg_component,2.0,1,3,3,0,1.0,1.5637460101523726,0.47327217321591536,-4.63375952294768,3,1.124110376863883,5.333333333333333,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,eeg_component,2.0,2,3,2,1,0.6666666666666666,3.281783107996328,1.3117649183306483,-2.1549190418479656,3,6.983113021330613,4.333333333333333,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,no_external_drive,0.0,1,3,0,3,0.0,,,-23.34000400874506,3,4.351167857633658e-15,0.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,no_external_drive,0.0,2,3,0,3,0.0,,,-23.338458312474533,3,0.0,0.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,no_external_drive,0.1,1,3,3,0,1.0,1.4952054967627446,0.48924771612631274,-3.2836353608325233,3,2.9940795738635138,6.666666666666667,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,no_external_drive,0.1,2,3,2,1,0.6666666666666666,2.486524983652836,2.449217046442295,-6.754638078930403,3,11.823453313801924,4.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,no_external_drive,0.5,1,3,3,0,1.0,1.8329850398991698,0.5632969695291564,-3.741402192415508,3,2.4498448843671015,6.333333333333333,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,no_external_drive,0.5,2,3,3,0,1.0,2.7066979605836226,1.628653035459027,-4.041731219465764,3,7.682929407195275,4.666666666666667,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,no_external_drive,2.0,1,3,3,0,1.0,1.3916313111350518,0.4677465294153456,-4.295603559981423,3,2.671948936584787,6.0,0.0
chb08,chb08_21.edf,2140.0,2144.0,1,fhn_sde,no_external_drive,2.0,2,3,2,1,0.6666666666666666,2.6383913029115735,0.40187150166008184,-3.050756027992725,3,7.237677556755536,4.333333333333333,0.0
