patient,file,start_sec,end_sec,label,channel,model,drive,noise_intensity,substeps,trial,seed,detector,target_frequency,snr_db,input_snr_db,snr_interpretation,clipped_fraction,noise_convention,initial_state,clip,events,intervals,discarded_intervals,ddof,cv,coherence,valid,reason,zero_noise_snr_db,snr_change_vs_zero_noise_db,snr_change_vs_input_db,duration_sec,sr_numerically_valid
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,eeg_component,0.1,2,2,1745580357121653389,bistable hysteresis; CV sample SD; five intervals,11.5,0.7943284647915229,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,9.98783066670718,-9.193502201915658,-9.242817506654935,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,eeg_component,0.5,2,0,9422344356864014506,bistable hysteresis; CV sample SD; five intervals,11.5,1.780932190291754,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,1,0,0,1,,,False,insufficient_intervals,9.98783066670718,-8.206898476415427,-8.256213781154706,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,eeg_component,0.5,2,1,15318821279060036402,bistable hysteresis; CV sample SD; five intervals,11.5,-5.0438137346357,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,9.98783066670718,-15.03164440134288,-15.08095970608216,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,eeg_component,0.5,2,2,1745580357121653389,bistable hysteresis; CV sample SD; five intervals,11.5,-1.8378422400429928,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,9.98783066670718,-11.825672906750173,-11.874988211489452,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,eeg_component,2.0,2,0,9422344356864014506,bistable hysteresis; CV sample SD; five intervals,11.5,2.2517856531088443,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,6,5,0,1,1.1115089058012544,0.8996779016171077,True,ok,9.98783066670718,-7.736045013598336,-7.785360318337616,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,eeg_component,2.0,2,1,15318821279060036402,bistable hysteresis; CV sample SD; five intervals,11.5,-4.162050849311436,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,6,5,0,1,0.8443142519277104,1.184393130539764,True,ok,9.98783066670718,-14.149881516018617,-14.199196820757896,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,eeg_component,2.0,2,2,1745580357121653389,bistable hysteresis; CV sample SD; five intervals,11.5,-3.330311514320685,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,9.98783066670718,-13.318142181027866,-13.367457485767146,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,1,0,11304019352729495866,bistable hysteresis; CV sample SD; five intervals,11.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,1,1,12186661973940802804,bistable hysteresis; CV sample SD; five intervals,11.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,1,2,6258755330517710887,bistable hysteresis; CV sample SD; five intervals,11.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,1,0,11304019352729495866,bistable hysteresis; CV sample SD; five intervals,11.5,-3.770978031986062,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,1,1,12186661973940802804,bistable hysteresis; CV sample SD; five intervals,11.5,6.151421169234562,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,1,2,6258755330517710887,bistable hysteresis; CV sample SD; five intervals,11.5,5.941804496071508,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,1,0,11304019352729495866,bistable hysteresis; CV sample SD; five intervals,11.5,-3.916581629397209,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,4,3,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,1,1,12186661973940802804,bistable hysteresis; CV sample SD; five intervals,11.5,6.160823934985668,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,1,2,6258755330517710887,bistable hysteresis; CV sample SD; five intervals,11.5,6.061049010453506,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,1,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,1,0,11304019352729495866,bistable hysteresis; CV sample SD; five intervals,11.5,-4.478952779616174,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,7,6,0,1,0.6305796308309956,1.5858425345616889,True,ok,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,1,1,12186661973940802804,bistable hysteresis; CV sample SD; five intervals,11.5,6.206400717613702,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,9,8,0,1,1.3276963842500211,0.7531842459335101,True,ok,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,1,2,6258755330517710887,bistable hysteresis; CV sample SD; five intervals,11.5,5.892543331365569,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,6,5,0,1,0.7792083685414851,1.2833537733581977,True,ok,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,2,0,9422344356864014506,bistable hysteresis; CV sample SD; five intervals,11.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,2,1,15318821279060036402,bistable hysteresis; CV sample SD; five intervals,11.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,2,2,1745580357121653389,bistable hysteresis; CV sample SD; five intervals,11.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,2,0,9422344356864014506,bistable hysteresis; CV sample SD; five intervals,11.5,2.788368176464637,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,2,1,15318821279060036402,bistable hysteresis; CV sample SD; five intervals,11.5,-2.91620799040093,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,2,2,1745580357121653389,bistable hysteresis; CV sample SD; five intervals,11.5,-4.845033007518673,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,2,0,9422344356864014506,bistable hysteresis; CV sample SD; five intervals,11.5,2.786178875176033,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,1,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,2,1,15318821279060036402,bistable hysteresis; CV sample SD; five intervals,11.5,-2.914724309367627,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,2,2,1745580357121653389,bistable hysteresis; CV sample SD; five intervals,11.5,-4.775193413863527,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,2,0,9422344356864014506,bistable hysteresis; CV sample SD; five intervals,11.5,2.7850098984491094,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,6,5,0,1,1.1115089058012544,0.8996779016171077,True,ok,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,2,1,15318821279060036402,bistable hysteresis; CV sample SD; five intervals,11.5,-3.0802008621402237,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,6,5,0,1,0.8443142519277104,1.184393130539764,True,ok,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,2,2,1745580357121653389,bistable hysteresis; CV sample SD; five intervals,11.5,-4.943816259411622,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,,,,4,False
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.0,1,0,17777416889544131463,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,9.9956607259383,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,0,0,0,0,,,False,insufficient_intervals,9.9956607259383,0.0,-0.0414852455081593,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.0,1,1,12051207879173044993,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,9.9956607259383,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,0,0,0,0,,,False,insufficient_intervals,9.9956607259383,0.0,-0.0414852455081593,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.0,1,2,4220282177024835350,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,9.9956607259383,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,0,0,0,0,,,False,insufficient_intervals,9.9956607259383,0.0,-0.0414852455081593,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.1,1,0,17777416889544131463,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,7.811913856435368,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,4,3,0,0,0.2104484440221381,4.751757631882539,True,ok,9.9956607259383,-2.183746869502933,-2.2252321150110923,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.1,1,1,12051207879173044993,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,5.62004224120098,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,3,2,0,0,,,False,insufficient_intervals,9.9956607259383,-4.375618484737321,-4.41710373024548,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.1,1,2,4220282177024835350,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,5.407814198622296,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,3,2,0,0,,,False,insufficient_intervals,9.9956607259383,-4.587846527316005,-4.629331772824164,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.5,1,0,17777416889544131463,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,6.6761834744404345,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,6,5,0,0,0.3249265784488013,3.077618349271388,True,ok,9.9956607259383,-3.319477251497866,-3.360962497006025,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.5,1,1,12051207879173044993,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,4.390839050415199,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,3,2,0,0,,,False,insufficient_intervals,9.9956607259383,-5.604821675523102,-5.646306921031261,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.5,1,2,4220282177024835350,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,4.243603976711312,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,1.0813609062725125,0.9247606365270165,True,ok,9.9956607259383,-5.7520567492269885,-5.793541994735148,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,2.0,1,0,17777416889544131463,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,6.136938060113844,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,6,5,0,0,0.3249265784488013,3.077618349271388,True,ok,9.9956607259383,-3.858722665824456,-3.900207911332616,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,2.0,1,1,12051207879173044993,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,3.839089268219236,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,0.215526182549734,4.639807508163162,True,ok,9.9956607259383,-6.156571457719065,-6.198056703227224,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,2.0,1,2,4220282177024835350,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,3.7971112127890554,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,7,6,0,0,0.6170131515787834,1.6207109969070324,True,ok,9.9956607259383,-6.198549513149246,-6.240034758657405,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.0,2,0,12197140845732147655,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,9.99563450553232,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,0,0,0,0,,,False,insufficient_intervals,9.99563450553232,0.0,-0.0415114659141391,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.0,2,1,10169787300851805037,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,9.99563450553232,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,0,0,0,0,,,False,insufficient_intervals,9.99563450553232,0.0,-0.0415114659141391,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.0,2,2,8486039138680595051,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,9.99563450553232,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,0,0,0,0,,,False,insufficient_intervals,9.99563450553232,0.0,-0.0415114659141391,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.1,2,0,12197140845732147655,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,-0.116149668528329,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,0.5652640743146902,1.7690846551894726,True,ok,9.99563450553232,-10.11178417406065,-10.15329563997479,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.1,2,1,10169787300851805037,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,-2.6211782450947387,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,8,6,1,0,0.664941684629726,1.5038912781605078,True,ok,9.99563450553232,-12.61681275062706,-12.6583242165412,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.1,2,2,8486039138680595051,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,1.758795306258145,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,6,5,0,0,0.7639810376225691,1.3089330111018171,True,ok,9.99563450553232,-8.236839199274176,-8.278350665188315,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.5,2,0,12197140845732147655,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,-3.2010465392144587,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,0.5652640743146902,1.7690846551894726,True,ok,9.99563450553232,-13.19668104474678,-13.23819251066092,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.5,2,1,10169787300851805037,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,-0.9007235073872384,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,0.8848622078632385,1.130119459406901,True,ok,9.99563450553232,-10.89635801291956,-10.9378694788337,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,0.5,2,2,8486039138680595051,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,-0.6441094396130237,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,0.2454287316186678,4.074502579240555,True,ok,9.99563450553232,-10.639743945145344,-10.681255411059484,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,2.0,2,0,12197140845732147655,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,-4.763167949657758,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,3,2,0,0,,,False,insufficient_intervals,9.99563450553232,-14.75880245519008,-14.800313921104218,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,2.0,2,1,10169787300851805037,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,-0.0135229355423417,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,0.8848622078632385,1.130119459406901,True,ok,9.99563450553232,-10.009157441074665,-10.050668906988802,4,True
chb01,chb01_03.edf,0.0,4.0,0,FP1-F7,fhn_sde,eeg_component,2.0,2,2,8486039138680595051,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,11.5,-1.7031548877607627,10.03714597144646,local target-band PSD ratio; control is noise-only,0.0,sde,,,6,5,0,0,0.2203531639920533,4.538169463434905,True,ok,9.99563450553232,-11.698789393293085,-11.740300859207222,4,True
