patient,file,start_sec,mode,seed,condition,sr_value,cr_value,sr_reason,cr_reason,frequency,max_clipped_fraction,bistable_valid,bistable_reason,bistable_events,bistable_intervals,bistable_cv,fhn_events,fhn_intervals,fhn_valid,sr_missing,cr_missing
chb01,chb01_01.edf,3592.0,centered,44,no_drive,,0.5848473317658375,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb01,chb01_01.edf,3592.0,centered,45,driven,-21.148342937563335,0.26769318484348065,ok,ok,2.2,0.0,False,insufficient_intervals,1.0,0.0,,5,4,True,0,0
chb01,chb01_01.edf,3592.0,centered,45,no_drive,,0.26769318484348065,undefined_spectral_ratio,ok,,,,,,,,5,4,,1,0
chb01,chb01_01.edf,3592.0,centered,46,driven,-13.288995443750434,0.3987812184155495,ok,ok,2.2,0.0,False,insufficient_intervals,2.0,1.0,,12,9,True,0,0
chb01,chb01_01.edf,3592.0,centered,46,no_drive,,0.3987812184155495,undefined_spectral_ratio,ok,,,,,,,,12,9,,1,0
chb01,chb01_01.edf,3592.0,centered,47,driven,-17.19883821171207,0.20210995870036225,ok,ok,2.2,0.0,False,insufficient_intervals,1.0,0.0,,15,12,True,0,0
chb01,chb01_01.edf,3592.0,centered,47,no_drive,,0.20210995870036225,undefined_spectral_ratio,ok,,,,,,,,15,12,,1,0
chb01,chb01_01.edf,3592.0,centered,48,driven,-21.059177705620094,0.24627400913203262,ok,ok,2.2,0.0,False,insufficient_intervals,2.0,1.0,,12,10,True,0,0
chb01,chb01_01.edf,3592.0,centered,48,no_drive,,0.24627400913203262,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb01,chb01_01.edf,3592.0,centered,49,driven,-16.128850027402105,0.6567788874076605,ok,ok,2.2,0.0,False,insufficient_intervals,1.0,0.0,,11,10,True,0,0
chb01,chb01_01.edf,3592.0,centered,49,no_drive,,0.627323804944464,undefined_spectral_ratio,ok,,,,,,,,10,9,,1,0
chb01,chb01_01.edf,3592.0,centered,50,driven,-23.232337415608498,0.8074795676900143,ok,ok,2.2,0.0,False,insufficient_intervals,4.0,3.0,,9,8,True,0,0
chb01,chb01_01.edf,3592.0,centered,50,no_drive,,0.8074795676900143,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb01,chb01_01.edf,3592.0,centered,51,driven,-16.872730604969696,0.4991288053156323,ok,ok,2.2,0.0,False,insufficient_intervals,2.0,1.0,,7,6,True,0,0
chb01,chb01_01.edf,3592.0,centered,51,no_drive,,0.512142518543701,undefined_spectral_ratio,ok,,,,,,,,9,7,,1,0
chb01,chb01_01.edf,3592.0,centered,52,driven,-15.930803913170772,1.1660260649504488,ok,ok,2.2,0.0,False,insufficient_intervals,2.0,1.0,,11,9,True,0,0
chb01,chb01_01.edf,3592.0,centered,52,no_drive,,0.8999007741789422,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb01,chb01_01.edf,3592.0,centered,53,driven,-25.372551143777212,0.24511124281430097,ok,ok,2.2,0.0,False,insufficient_intervals,4.0,3.0,,8,6,True,0,0
chb01,chb01_01.edf,3592.0,centered,53,no_drive,,0.24511124281430097,undefined_spectral_ratio,ok,,,,,,,,8,6,,1,0
chb01,chb01_01.edf,3592.0,centered,54,driven,-14.95685013313264,0.7683624571549166,ok,ok,2.2,0.0,False,insufficient_intervals,0.0,0.0,,12,10,True,0,0
chb01,chb01_01.edf,3592.0,centered,54,no_drive,,0.7591525122759742,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb01,chb01_01.edf,3592.0,centered,55,driven,-14.205296945062415,1.0478979712046146,ok,ok,2.2,0.0,False,insufficient_intervals,0.0,0.0,,9,8,True,0,0
chb01,chb01_01.edf,3592.0,centered,55,no_drive,,1.0478979712046146,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb01,chb01_01.edf,3592.0,centered,56,driven,-16.877985307420623,0.9712767344027523,ok,ok,2.2,0.0,False,insufficient_intervals,1.0,0.0,,11,10,True,0,0
chb01,chb01_01.edf,3592.0,centered,56,no_drive,,0.6932165650682691,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb01,chb01_01.edf,3592.0,centered,57,driven,-16.68597589651113,0.6559552833513658,ok,ok,2.2,0.0,False,insufficient_intervals,4.0,3.0,,11,10,True,0,0
chb01,chb01_01.edf,3592.0,centered,57,no_drive,,0.6559552833513658,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb01,chb01_01.edf,3592.0,centered,58,driven,-31.33425731563362,0.4731802290578575,ok,ok,2.2,0.0,False,insufficient_intervals,5.0,4.0,,11,9,True,0,0
chb01,chb01_01.edf,3592.0,centered,58,no_drive,,0.44714074497492345,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb01,chb01_01.edf,3592.0,centered,59,driven,-21.69370719811721,0.9628884703032005,ok,ok,2.2,0.0,False,insufficient_intervals,0.0,0.0,,11,8,True,0,0
chb01,chb01_01.edf,3592.0,centered,59,no_drive,,0.9535976395037187,undefined_spectral_ratio,ok,,,,,,,,11,8,,1,0
chb01,chb01_01.edf,3592.0,centered,60,driven,-15.990476013309364,0.25940051992547997,ok,ok,2.2,0.0,False,insufficient_intervals,4.0,3.0,,9,7,True,0,0
chb01,chb01_01.edf,3592.0,centered,60,no_drive,,0.2635963268213933,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb01,chb01_01.edf,3592.0,centered,61,driven,-11.941006706952006,0.2461578599644209,ok,ok,2.2,0.0,False,insufficient_intervals,2.0,1.0,,13,11,True,0,0
chb01,chb01_01.edf,3592.0,centered,61,no_drive,,0.2460573561161468,undefined_spectral_ratio,ok,,,,,,,,13,11,,1,0
chb01,chb01_01.edf,8.0,trailing,42,driven,-8.647950158350756,0.9671271878788834,ok,ok,1.6,0.0,False,insufficient_intervals,0.0,0.0,,14,12,True,0,0
chb01,chb01_01.edf,8.0,trailing,42,no_drive,,0.9605984988978551,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb01,chb01_01.edf,8.0,trailing,43,driven,-15.28818927693019,0.7927189995908239,ok,ok,1.6,0.0,False,insufficient_intervals,0.0,0.0,,14,12,True,0,0
chb01,chb01_01.edf,8.0,trailing,43,no_drive,,0.7927189995908239,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb01,chb01_01.edf,8.0,trailing,44,driven,-16.5827316985442,0.23071188120571898,ok,ok,1.6,0.0,True,ok,6.0,5.0,0.7343222010897716,10,9,True,0,0
chb01,chb01_01.edf,8.0,trailing,44,no_drive,,0.5848473317658375,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb01,chb01_01.edf,8.0,trailing,45,driven,-15.460329109488224,0.26769318484348065,ok,ok,1.6,0.0,False,insufficient_intervals,1.0,0.0,,5,4,True,0,0
chb01,chb01_01.edf,8.0,trailing,45,no_drive,,0.26769318484348065,undefined_spectral_ratio,ok,,,,,,,,5,4,,1,0
chb01,chb01_01.edf,8.0,trailing,46,driven,-20.159508768179876,0.30040449155896365,ok,ok,1.6,0.0,False,insufficient_intervals,2.0,1.0,,13,10,True,0,0
chb01,chb01_01.edf,8.0,trailing,46,no_drive,,0.3987812184155495,undefined_spectral_ratio,ok,,,,,,,,12,9,,1,0
chb01,chb01_01.edf,8.0,trailing,47,driven,-21.711620015198765,0.20210995870036225,ok,ok,1.6,0.0,False,insufficient_intervals,1.0,0.0,,15,12,True,0,0
chb01,chb01_01.edf,8.0,trailing,47,no_drive,,0.20210995870036225,undefined_spectral_ratio,ok,,,,,,,,15,12,,1,0
chb01,chb01_01.edf,8.0,trailing,48,driven,-20.660160218755625,0.24627400913203262,ok,ok,1.6,0.0,False,insufficient_intervals,2.0,1.0,,12,10,True,0,0
chb01,chb01_01.edf,8.0,trailing,48,no_drive,,0.24627400913203262,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb01,chb01_01.edf,8.0,trailing,49,driven,-15.643605531153607,0.6570431714633876,ok,ok,1.6,0.0,False,insufficient_intervals,1.0,0.0,,11,10,True,0,0
chb01,chb01_01.edf,8.0,trailing,49,no_drive,,0.627323804944464,undefined_spectral_ratio,ok,,,,,,,,10,9,,1,0
chb01,chb01_01.edf,8.0,trailing,50,driven,-13.189847475594338,0.8411903142551997,ok,ok,1.6,0.0,False,insufficient_intervals,4.0,3.0,,10,9,True,0,0
chb01,chb01_01.edf,8.0,trailing,50,no_drive,,0.8074795676900143,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb01,chb01_01.edf,8.0,trailing,51,driven,-21.417625975967226,0.4991288053156323,ok,ok,1.6,0.0,False,insufficient_intervals,2.0,1.0,,7,6,True,0,0
chb01,chb01_01.edf,8.0,trailing,51,no_drive,,0.512142518543701,undefined_spectral_ratio,ok,,,,,,,,9,7,,1,0
chb01,chb01_01.edf,8.0,trailing,52,driven,-14.419690253472696,1.0116224297730139,ok,ok,1.6,0.0,False,insufficient_intervals,2.0,1.0,,12,10,True,0,0
chb01,chb01_01.edf,8.0,trailing,52,no_drive,,0.8999007741789422,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb01,chb01_01.edf,8.0,trailing,53,driven,-22.63489396469477,0.24511124281430097,ok,ok,1.6,0.0,False,insufficient_intervals,4.0,3.0,,8,6,True,0,0
chb01,chb01_01.edf,8.0,trailing,53,no_drive,,0.24511124281430097,undefined_spectral_ratio,ok,,,,,,,,8,6,,1,0
chb01,chb01_01.edf,8.0,trailing,54,driven,-8.197477898421146,1.0322617643924166,ok,ok,1.6,0.0,False,insufficient_intervals,0.0,0.0,,11,9,True,0,0
chb01,chb01_01.edf,8.0,trailing,54,no_drive,,0.7591525122759742,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb01,chb01_01.edf,8.0,trailing,55,driven,-11.674965529664677,1.0478979712046146,ok,ok,1.6,0.0,False,insufficient_intervals,0.0,0.0,,9,8,True,0,0
chb01,chb01_01.edf,8.0,trailing,55,no_drive,,1.0478979712046146,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb01,chb01_01.edf,8.0,trailing,56,driven,-13.062596031080872,0.6853393214200681,ok,ok,1.6,0.0,False,insufficient_intervals,1.0,0.0,,13,11,True,0,0
chb01,chb01_01.edf,8.0,trailing,56,no_drive,,0.6932165650682691,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb01,chb01_01.edf,8.0,trailing,57,driven,-18.75495415654488,0.6559552833513658,ok,ok,1.6,0.0,False,insufficient_intervals,4.0,3.0,,11,10,True,0,0
chb01,chb01_01.edf,8.0,trailing,57,no_drive,,0.6559552833513658,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb01,chb01_01.edf,8.0,trailing,58,driven,-15.615848318789523,0.4760743412482713,ok,ok,1.6,0.0,True,ok,7.0,6.0,0.6831845425865948,11,9,True,0,0
chb01,chb01_01.edf,8.0,trailing,58,no_drive,,0.44714074497492345,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb01,chb01_01.edf,8.0,trailing,59,driven,-8.230796357614825,1.0333385652381721,ok,ok,1.6,0.0,False,insufficient_intervals,0.0,0.0,,12,9,True,0,0
chb01,chb01_01.edf,8.0,trailing,59,no_drive,,0.9535976395037187,undefined_spectral_ratio,ok,,,,,,,,11,8,,1,0
chb01,chb01_01.edf,8.0,trailing,60,driven,-18.04714531979794,0.2635963268213933,ok,ok,1.6,0.0,False,insufficient_intervals,4.0,3.0,,10,8,True,0,0
chb01,chb01_01.edf,8.0,trailing,60,no_drive,,0.2635963268213933,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb01,chb01_01.edf,8.0,trailing,61,driven,-16.43179012898068,0.2460573561161468,ok,ok,1.6,0.0,False,insufficient_intervals,2.0,1.0,,13,11,True,0,0
chb01,chb01_01.edf,8.0,trailing,61,no_drive,,0.2460573561161468,undefined_spectral_ratio,ok,,,,,,,,13,11,,1,0
chb01,chb01_01.edf,1804.0,trailing,42,driven,-12.095469397908111,1.0036339976325919,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,0.0,0.0,,13,11,True,0,0
chb01,chb01_01.edf,1804.0,trailing,42,no_drive,,0.9605984988978551,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb01,chb01_01.edf,1804.0,trailing,43,driven,-18.78417667438286,0.7927189995908239,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,0.0,0.0,,14,12,True,0,0
chb01,chb01_01.edf,1804.0,trailing,43,no_drive,,0.7927189995908239,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb01,chb01_01.edf,1804.0,trailing,44,driven,-18.282684616055022,0.5234424491170963,ok,ok,1.4000000000000001,0.0,True,ok,6.0,5.0,0.7559392424501804,10,8,True,0,0
chb01,chb01_01.edf,1804.0,trailing,44,no_drive,,0.5848473317658375,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb01,chb01_01.edf,1804.0,trailing,45,driven,-16.985710195633377,0.26769318484348065,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,1.0,0.0,,5,4,True,0,0
chb01,chb01_01.edf,1804.0,trailing,45,no_drive,,0.26769318484348065,undefined_spectral_ratio,ok,,,,,,,,5,4,,1,0
chb01,chb01_01.edf,1804.0,trailing,46,driven,-24.80064806856906,0.3987812184155495,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,2.0,1.0,,12,9,True,0,0
chb01,chb01_01.edf,1804.0,trailing,46,no_drive,,0.3987812184155495,undefined_spectral_ratio,ok,,,,,,,,12,9,,1,0
chb01,chb01_01.edf,1804.0,trailing,47,driven,-23.735360833355422,0.20210995870036225,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,1.0,0.0,,15,12,True,0,0
chb01,chb01_01.edf,1804.0,trailing,47,no_drive,,0.20210995870036225,undefined_spectral_ratio,ok,,,,,,,,15,12,,1,0
chb01,chb01_01.edf,1804.0,trailing,48,driven,-22.302169834789545,0.24627400913203262,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,2.0,1.0,,12,10,True,0,0
chb01,chb01_01.edf,1804.0,trailing,48,no_drive,,0.24627400913203262,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
